Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal),Calories_Burned (kcal)_log,Effort_Score,Workout_Type_Hiit,Workout_Type_Mixed,Workout_Type_Strength,Workout_Type_Yoga,Experience_Level_1,Experience_Level_2,Experience_Level_3,Age_Group_Adult,Age_Group_Senior,Workout_Intensity_Moderate,Workout_Intensity_High,Age_Group,Workout_Intensity
27,Male,61.2,1.58,192.0,150.0,73.0,1.02,23.5,3.0,5,24.515302034930297,7.0,0.78125,5.46875,282.7,5.647917341814805,153.0,False,False,False,False,True,False,False,False,False,True,False,Young,Moderate
19,Male,75.9,1.72,200.0,146.0,79.0,0.25,27.0,3.4,2,25.655759870200114,3.0,0.73,2.19,31.5,3.481240089335692,36.5,False,False,False,True,False,False,False,False,False,True,False,Young,Moderate
30,Female,61.1,1.57,188.0,156.0,61.0,1.645,18.8,5.6,7,24.78802385492312,8.0,0.8297872340425532,6.638297872340425,694.7,6.544918532929596,256.62,False,True,False,False,False,False,True,False,False,True,False,Young,Moderate
57,Female,77.6,1.73,161.0,149.0,81.0,0.4,25.8,3.3,3,25.928029670219516,9.5,0.9254658385093167,8.791925465838508,250.6,5.527840524826286,59.6,True,False,False,False,False,False,False,False,True,True,False,Senior,Moderate
19,Female,53.5,1.56,205.0,186.0,78.0,0.66,26.8,2.9,2,21.983892176199866,9.5,0.9073170731707317,8.61951219512195,285.3,5.65704021210407,122.76,True,False,False,False,False,False,False,False,False,False,True,Young,High
37,Female,70.9,1.65,181.0,156.0,82.0,0.32,22.1,3.7,3,26.042240587695137,8.0,0.861878453038674,6.895027624309392,135.7,4.917788743729904,49.92,False,True,False,False,False,False,False,True,False,True,False,Adult,Moderate
18,Male,56.8,1.54,203.0,163.0,68.0,0.46,32.1,3.4,2,23.950075898127846,6.0,0.8029556650246306,4.817733990147783,110.3,4.712229258281499,74.98,False,False,True,False,False,False,False,False,False,False,True,,High
54,Male,79.8,1.9,167.0,133.0,71.0,0.96,14.3,2.8,5,22.105263157894736,7.0,0.7964071856287425,5.574850299401197,346.3,5.850188959750028,127.67999999999999,False,False,False,False,True,False,False,False,True,True,False,Senior,Moderate
26,Male,52.8,1.51,194.0,159.0,75.0,0.72,15.5,3.6,4,23.15687908425069,6.0,0.8195876288659794,4.917525773195877,161.0,5.087596335232384,114.47999999999999,False,False,True,False,True,False,False,False,False,True,False,Young,Moderate
34,Female,66.7,1.68,188.0,135.0,69.0,0.36,23.9,3.7,2,23.632369614512477,3.0,0.7180851063829787,2.154255319148936,40.0,3.713572066704308,48.6,False,False,False,True,False,False,False,True,False,True,False,Adult,Moderate
26,Male,58.7,1.79,191.0,174.0,77.0,0.41,22.3,2.7,3,18.320277144908086,9.5,0.9109947643979057,8.654450261780104,194.5,5.27556037942542,71.33999999999999,True,False,False,False,False,False,False,False,False,False,True,Young,High
28,Male,68.3,1.78,199.0,145.0,78.0,0.74,25.4,3.8,3,21.556621638681982,3.0,0.7286432160804021,2.1859296482412063,84.0,4.442651256490317,107.3,False,False,False,True,False,False,False,False,False,True,False,Young,Moderate
32,Male,75.6,1.77,183.0,148.0,84.0,0.53,30.3,2.6,2,24.130996839988505,7.0,0.8087431693989071,5.66120218579235,181.3,5.205653681684617,78.44,False,False,False,False,False,False,False,True,False,True,False,Adult,Moderate
41,Female,50.5,1.65,178.0,162.0,73.0,1.05,30.1,3.5,3,18.549127640036733,9.5,0.9101123595505618,8.646067415730338,427.0,6.059123195581797,170.1,True,False,False,False,False,False,False,True,False,False,True,Adult,High
55,Male,70.9,1.82,159.0,122.0,76.0,0.56,23.6,3.6,2,21.40441975606811,3.0,0.7672955974842768,2.30188679245283,66.0,4.204692619390966,68.32000000000001,False,False,False,True,False,False,False,False,True,False,False,Senior,Low
52,Male,104.9,1.77,172.0,157.0,72.0,0.4,23.6,3.0,2,33.48335408088352,9.5,0.9127906976744186,8.671511627906977,339.8,5.83129579495516,62.800000000000004,True,False,False,False,False,False,False,False,True,True,False,Senior,Moderate
47,Female,56.4,1.7,168.0,153.0,64.0,1.1,28.6,3.0,7,19.515570934256058,9.5,0.9107142857142857,8.651785714285714,504.4,6.2253501949540935,168.3,True,False,False,False,False,True,False,False,True,True,False,Senior,Moderate
48,Male,65.2,1.7,176.0,162.0,83.0,0.25,18.0,2.7,2,22.560553633217996,9.5,0.9204545454545454,8.744318181818182,131.5,4.886582645426277,40.5,True,False,False,False,False,False,False,False,True,False,True,Senior,High
22,Female,56.2,1.65,199.0,159.0,65.0,1.06,14.5,4.1,7,20.642791551882464,6.0,0.7989949748743719,4.793969849246231,250.7,5.52823790214127,168.54000000000002,False,False,True,False,False,True,False,False,False,True,False,Young,Moderate
31,Male,59.4,1.59,190.0,137.0,71.0,0.62,21.8,3.4,3,23.495906016375933,3.0,0.7210526315789474,2.163157894736842,61.3,4.131961425793407,84.94,False,False,False,True,False,False,False,True,False,True,False,Adult,Moderate
28,Female,67.5,1.8,198.0,164.0,64.0,0.86,15.3,4.5,7,20.833333333333332,8.0,0.8282828282828283,6.626262626262626,346.6,5.851052393391237,141.04,False,True,False,False,False,True,False,False,False,False,True,Young,High
26,Female,75.5,1.81,191.0,172.0,62.0,1.06,21.4,3.2,6,23.045694575867646,9.5,0.900523560209424,8.554973821989527,648.3,6.475894859514441,182.32000000000002,True,False,False,False,False,True,False,False,False,False,True,Young,High
51,Female,53.5,1.59,176.0,138.0,68.0,1.09,25.2,3.9,4,21.162137573671927,7.0,0.7840909090909091,5.488636363636363,264.6,5.5819914176022785,150.42000000000002,False,False,False,False,True,False,False,False,True,True,False,Senior,Moderate
29,Male,78.2,1.66,189.0,154.0,72.0,0.71,27.3,3.0,3,28.37857453912034,6.0,0.8148148148148148,4.888888888888888,233.5,5.457455587886334,109.33999999999999,False,False,True,False,False,False,False,False,False,True,False,Young,Moderate
52,Male,67.5,1.67,170.0,141.0,73.0,1.05,28.5,3.4,2,24.203090824339345,6.0,0.8294117647058824,4.976470588235294,298.1,5.700777965635902,148.05,False,False,True,False,False,False,False,False,True,True,False,Senior,Moderate
52,Female,56.2,1.68,167.0,140.0,59.0,0.8,16.4,4.1,4,19.912131519274382,8.0,0.8383233532934131,6.706586826347305,269.8,5.60138054103812,112.0,False,True,False,False,False,True,False,False,True,True,False,Senior,Moderate
18,Female,77.8,1.69,205.0,171.0,70.0,0.58,26.1,4.0,5,27.23994257904135,8.0,0.8341463414634146,6.673170731707317,270.1,5.60248775650462,99.17999999999999,False,True,False,False,True,False,False,False,False,False,True,,High
57,Female,63.5,1.77,158.0,132.0,70.0,0.55,28.3,3.2,2,20.26876057327077,6.0,0.8354430379746836,5.012658227848101,147.6,5.001258132283659,72.60000000000001,False,False,True,False,False,False,False,False,True,True,False,Senior,Moderate
39,Female,46.4,1.61,182.0,147.0,66.0,1.22,17.9,3.7,6,17.900543960495348,6.0,0.8076923076923077,4.846153846153847,237.2,5.473110656921199,179.34,False,False,True,False,False,False,True,True,False,True,False,Adult,Moderate
46,Female,61.1,1.6,174.0,127.0,68.0,0.48,20.8,2.6,3,23.867187499999996,3.0,0.7298850574712644,2.189655172413793,49.0,3.912023005428146,60.96,False,False,False,True,True,False,False,False,True,False,False,Senior,Low
25,Female,102.9,1.8,197.0,158.0,67.0,1.06,15.5,3.8,5,31.75925925925926,6.0,0.8020304568527918,4.812182741116751,458.1,6.129268051255177,167.48000000000002,False,False,True,False,False,True,False,False,False,True,False,Young,Moderate
28,Female,48.0,1.63,194.0,159.0,77.0,0.95,27.4,3.2,2,18.06616733787497,6.0,0.8195876288659794,4.917525773195877,191.8,5.261653382176445,151.04999999999998,False,False,True,False,False,False,False,False,False,True,False,Young,Moderate
58,Female,45.1,1.55,158.0,144.0,66.0,0.25,25.9,2.4,2,18.77211238293444,9.5,0.9113924050632911,8.658227848101266,90.8,4.519612297626445,36.0,True,False,False,False,False,False,False,False,True,True,False,Senior,Moderate
54,Female,71.9,1.63,173.0,147.0,69.0,1.09,21.2,4.6,5,27.061613158191882,8.0,0.8497109826589595,6.797687861271676,470.2,6.155282632337377,160.23000000000002,False,True,False,False,True,False,False,False,True,True,False,Senior,Moderate
31,Female,58.1,1.65,189.0,139.0,79.0,0.68,30.7,3.2,4,21.34067952249771,3.0,0.7354497354497355,2.2063492063492065,64.6,4.183575695950044,94.52000000000001,False,False,False,True,True,False,False,True,False,True,False,Adult,Moderate
47,Female,89.1,1.84,177.0,145.0,71.0,0.36,33.8,2.9,3,26.317344045368618,6.0,0.8192090395480226,4.915254237288136,134.4,4.9082333604781745,52.199999999999996,False,False,True,False,False,False,False,False,True,True,False,Senior,Moderate
52,Female,64.9,1.77,162.0,126.0,81.0,0.91,34.9,4.3,4,20.715630885122412,3.0,0.7777777777777778,2.3333333333333335,98.4,4.599152113662528,114.66000000000001,False,False,False,True,True,False,False,False,True,False,False,Senior,Low
38,Male,79.1,1.79,180.0,152.0,68.0,0.8,12.8,4.3,6,24.687119627976653,8.0,0.8444444444444444,6.7555555555555555,379.7,5.942011663388452,121.60000000000001,False,True,False,False,False,True,False,True,False,True,False,Adult,Moderate
54,Female,96.2,1.76,171.0,143.0,78.0,0.86,28.3,3.6,3,31.056301652892564,6.0,0.8362573099415205,5.017543859649123,346.9,5.8519150821578965,122.98,False,False,True,False,False,False,False,False,True,True,False,Senior,Moderate
22,Male,60.5,1.77,205.0,184.0,66.0,1.19,18.5,4.1,4,19.311181333588685,9.5,0.8975609756097561,8.526829268292683,580.6,6.3657829262193095,218.95999999999998,True,False,False,False,False,True,False,False,False,False,True,Young,High
36,Male,72.9,1.61,186.0,153.0,75.0,0.74,25.1,3.5,5,28.123914972416188,6.0,0.8225806451612904,4.935483870967742,227.4,5.431098477781855,113.22,False,False,True,False,True,False,False,True,False,True,False,Adult,Moderate
31,Male,73.6,1.66,189.0,160.0,76.0,0.63,19.2,3.8,5,26.709246625054433,8.0,0.8465608465608465,6.772486772486772,275.7,5.62293388679288,100.8,False,True,False,False,True,False,False,True,False,True,False,Adult,Moderate
43,Female,45.1,1.58,172.0,128.0,75.0,0.77,20.1,4.2,2,18.06601506168883,3.0,0.7441860465116279,2.2325581395348837,56.9,4.05871738457895,98.56,False,False,False,True,False,False,False,True,False,False,False,Adult,Low
21,Male,72.2,1.66,203.0,182.0,63.0,1.11,13.2,3.4,7,26.201190303382205,9.5,0.896551724137931,8.517241379310345,647.1,6.474045005433671,202.02,True,False,False,False,False,True,False,False,False,False,True,Young,High
42,Female,74.3,1.75,180.0,140.0,68.0,0.66,33.7,2.1,3,24.261224489795918,7.0,0.7777777777777778,5.444444444444445,220.7,5.4013251166222656,92.4,False,False,False,False,False,False,False,True,False,True,False,Adult,Moderate
59,Male,69.9,1.69,150.0,122.0,69.0,0.92,15.9,3.3,5,24.473932985539726,7.0,0.8133333333333334,5.693333333333333,294.5,5.688668836846153,112.24000000000001,False,False,False,False,False,True,False,False,True,False,False,Senior,Low
42,Female,83.1,1.81,169.0,145.0,70.0,0.8,28.1,3.9,5,25.3655260828424,8.0,0.8579881656804734,6.863905325443787,402.9,6.001167322569367,116.0,False,True,False,False,True,False,False,True,False,True,False,Adult,Moderate
35,Female,55.4,1.57,187.0,157.0,66.0,0.98,22.1,4.1,5,22.475556817720797,8.0,0.839572192513369,6.716577540106952,326.6,5.791793351978915,153.85999999999999,False,True,False,False,True,False,False,True,False,True,False,Adult,Moderate
57,Male,72.7,1.73,159.0,144.0,57.0,1.26,10.5,3.9,7,24.29082161114638,9.5,0.9056603773584906,8.60377358490566,719.45,6.579876016778943,181.44,True,False,False,False,False,False,True,False,True,True,False,Senior,Moderate
25,Male,60.4,1.56,190.0,138.0,75.0,0.9,31.2,4.2,3,24.819197896120972,3.0,0.7263157894736842,2.1789473684210527,89.3,4.5031374604229395,124.2,False,False,False,True,False,False,False,False,False,True,False,Young,Moderate
56,Female,77.0,1.69,163.0,134.0,65.0,0.77,22.8,3.6,5,26.959840341724732,6.0,0.8220858895705522,4.932515337423313,250.5,5.527442989539794,103.18,False,False,True,False,True,False,False,False,True,True,False,Senior,Moderate
57,Male,55.4,1.75,165.0,132.0,70.0,0.39,26.4,1.9,4,18.089795918367347,7.0,0.8,5.6000000000000005,98.7,4.602165676967792,51.480000000000004,False,False,False,False,True,False,False,False,True,True,False,Senior,Moderate
31,Female,80.2,1.66,196.0,147.0,55.0,1.11,15.2,3.1,5,29.104369284366385,7.0,0.75,5.25,406.6,6.01028630134857,163.17000000000002,False,False,False,False,False,False,True,True,False,True,False,Adult,Moderate
49,Female,58.3,1.74,167.0,141.0,62.0,1.11,29.6,5.1,7,19.256176509446426,8.0,0.844311377245509,6.754491017964072,389.5,5.967427969279741,156.51000000000002,False,True,False,False,False,True,False,False,True,True,False,Senior,Moderate
55,Female,67.9,1.58,167.0,140.0,59.0,1.42,21.6,5.0,7,27.199166800192273,8.0,0.8383233532934131,6.706586826347305,578.5,6.362165662779806,198.79999999999998,False,True,False,False,False,True,False,False,True,True,False,Senior,Moderate
50,Male,55.7,1.51,165.0,125.0,76.0,0.77,31.1,3.6,2,24.428753124862947,3.0,0.7575757575757576,2.2727272727272725,70.8,4.273884476054178,96.25,False,False,False,True,False,False,False,False,True,False,False,Senior,Low
40,Female,56.9,1.74,178.0,161.0,70.0,0.25,26.3,2.8,2,18.79376403752147,9.5,0.9044943820224719,8.592696629213483,113.9,4.74406218485471,40.25,True,False,False,False,False,False,False,True,False,False,True,Adult,High
32,Female,89.8,1.85,189.0,148.0,72.0,0.89,29.1,2.9,3,26.238130021913804,7.0,0.783068783068783,5.481481481481481,363.4,5.898252165385803,131.72,False,False,False,False,False,False,False,True,False,True,False,Adult,Moderate
50,Female,50.5,1.58,169.0,130.0,81.0,0.7,23.2,4.0,3,20.229129947123855,3.0,0.7692307692307693,2.307692307692308,59.1,4.096009841541162,91.0,False,False,False,True,True,False,False,False,True,False,False,Senior,Low
42,Female,91.8,1.8,171.0,157.0,74.0,0.66,25.2,3.5,4,28.333333333333332,9.5,0.9181286549707602,8.722222222222221,492.5,6.2015228588735365,103.62,True,False,False,False,True,False,False,True,False,True,False,Adult,Moderate
34,Male,60.0,1.68,189.0,150.0,78.0,0.31,27.3,2.4,2,21.258503401360546,7.0,0.7936507936507936,5.555555555555555,84.5,4.448516375942715,46.5,False,False,False,False,False,False,False,True,False,True,False,Adult,Moderate
50,Male,43.1,1.55,174.0,145.0,76.0,0.76,21.3,3.8,4,17.939646201873046,6.0,0.8333333333333334,5.0,138.4,4.937347498326424,110.2,False,False,True,False,True,False,False,False,True,True,False,Senior,Moderate
19,Male,74.0,1.57,205.0,143.0,68.0,0.81,21.4,3.9,5,30.021501886486266,3.0,0.697560975609756,2.0926829268292684,98.4,4.599152113662528,115.83000000000001,False,False,False,True,False,True,False,False,False,True,False,Young,Moderate
31,Male,69.9,1.68,190.0,147.0,68.0,0.79,25.1,2.7,2,24.76615646258504,7.0,0.7736842105263158,5.41578947368421,250.3,5.526647444549546,116.13000000000001,False,False,False,False,False,False,False,True,False,True,False,Adult,Moderate
57,Female,73.8,1.64,164.0,148.0,55.0,1.09,16.2,3.5,7,27.439024390243905,9.5,0.9024390243902439,8.573170731707318,652.0,6.481577129276431,161.32000000000002,True,False,False,False,False,False,True,False,True,True,False,Senior,Moderate
57,Female,49.4,1.55,165.0,128.0,61.0,0.37,28.8,2.8,2,20.56191467221644,7.0,0.7757575757575758,5.430303030303031,82.4,4.423648309364701,47.36,False,False,False,False,False,False,False,False,True,False,False,Senior,Low
56,Female,41.1,1.51,157.0,133.0,76.0,0.75,24.0,3.6,2,18.025525196263324,6.0,0.8471337579617835,5.082802547770701,130.2,4.876722876509988,99.75,False,False,True,False,False,False,False,False,True,True,False,Senior,Moderate
23,Female,78.1,1.6,191.0,158.0,60.0,0.8,16.6,4.1,5,30.507812499999993,8.0,0.8272251308900523,6.617801047120419,373.9,5.926659323741866,126.4,False,True,False,False,False,True,False,False,False,True,False,Young,Moderate
23,Female,69.2,1.7,197.0,164.0,67.0,0.73,19.1,3.9,4,23.944636678200695,8.0,0.8324873096446701,6.659898477157361,301.5,5.7120812774708964,119.72,False,True,False,False,True,False,False,False,False,False,True,Young,High
20,Female,73.2,1.68,189.0,130.0,58.0,1.47,18.9,4.4,5,25.935374149659868,3.0,0.6878306878306878,2.0634920634920633,177.4,5.184028220145909,191.1,False,False,False,True,False,False,True,False,False,False,False,Young,Low
24,Male,70.7,1.63,190.0,172.0,67.0,0.58,23.8,2.9,4,26.609958974745005,9.5,0.9052631578947369,8.6,332.5,5.809642865355679,99.75999999999999,True,False,False,False,True,False,False,False,False,False,True,Young,High
25,Female,65.5,1.7,193.0,153.0,60.0,1.32,11.2,4.3,7,22.6643598615917,6.0,0.7927461139896373,4.756476683937824,362.7,5.896329351992943,201.96,False,False,True,False,False,False,True,False,False,True,False,Young,Moderate
59,Female,79.3,1.78,166.0,152.0,74.0,0.41,30.2,3.0,2,25.028405504355508,9.5,0.9156626506024096,8.698795180722891,261.9,5.571773731735836,62.31999999999999,True,False,False,False,False,False,False,False,True,True,False,Senior,Moderate
32,Female,89.8,1.72,189.0,135.0,68.0,0.71,24.8,3.2,5,30.35424553812872,3.0,0.7142857142857143,2.142857142857143,105.9,4.671893818030999,95.85,False,False,False,True,True,False,False,True,False,True,False,Adult,Moderate
46,Male,66.4,1.67,166.0,133.0,55.0,1.17,8.0,3.8,5,23.808670084979745,6.0,0.8012048192771084,4.80722891566265,327.5,5.794536837924666,155.60999999999999,False,False,True,False,False,False,True,False,True,True,False,Senior,Moderate
50,Female,87.3,1.77,170.0,135.0,71.0,0.51,23.6,2.7,4,27.865555874748633,7.0,0.7941176470588235,5.5588235294117645,201.5,5.310739886546594,68.85,False,False,False,False,True,False,False,False,True,True,False,Senior,Moderate
47,Female,45.2,1.58,176.0,153.0,85.0,0.41,24.3,3.6,3,18.106072744752442,8.0,0.8693181818181818,6.954545454545454,110.8,4.716711560720999,62.73,False,True,False,False,False,False,False,False,True,True,False,Senior,Moderate
56,Female,78.3,1.66,168.0,136.0,76.0,0.68,29.5,3.3,2,28.41486427638264,7.0,0.8095238095238095,5.666666666666667,243.1,5.497577977398914,92.48,False,False,False,False,False,False,False,False,True,True,False,Senior,Moderate
44,Male,49.6,1.66,181.0,143.0,71.0,0.71,15.3,2.9,5,17.999709682101905,7.0,0.7900552486187845,5.530386740331491,161.4,5.090062427727577,101.53,False,False,False,False,False,False,True,True,False,True,False,Adult,Moderate
53,Female,67.9,1.56,173.0,157.0,67.0,1.17,21.2,3.9,4,27.90105193951348,9.5,0.9075144508670521,8.621387283236995,640.8,6.464276728675756,183.69,True,False,False,False,True,False,False,False,True,True,False,Senior,Moderate
46,Female,68.6,1.64,177.0,161.0,69.0,0.49,22.5,2.7,5,25.505651397977395,9.5,0.9096045197740112,8.641242937853107,272.0,5.60947179518496,78.89,True,False,False,False,True,False,False,False,True,False,True,Senior,High
55,Male,51.2,1.47,167.0,121.0,65.0,1.1,18.3,3.9,7,23.693831274006204,3.0,0.7245508982035929,2.1736526946107784,92.8,4.541164856012179,133.10000000000002,False,False,False,True,False,True,False,False,True,False,False,Senior,Low
50,Female,82.6,1.87,171.0,134.0,64.0,1.14,16.9,3.2,6,23.62092138751465,7.0,0.783625730994152,5.485380116959064,431.2,6.068888444072786,152.76,False,False,False,False,False,True,False,False,True,True,False,Senior,Moderate
54,Male,57.8,1.59,170.0,137.0,76.0,0.83,23.5,3.3,3,22.86301965903247,7.0,0.8058823529411765,5.641176470588236,217.9,5.388615004528817,113.71,False,False,False,False,True,False,False,False,True,True,False,Senior,Moderate
44,Female,70.0,1.84,172.0,131.0,55.0,1.3,19.5,3.5,6,20.6758034026465,7.0,0.7616279069767442,5.3313953488372094,413.8,6.027796476355372,170.3,False,False,False,False,False,False,True,True,False,True,False,Adult,Moderate
50,Male,65.7,1.68,169.0,144.0,68.0,1.21,21.3,4.7,3,23.2780612244898,8.0,0.8520710059171598,6.816568047337278,478.6,6.172952423153359,174.24,False,True,False,False,True,False,False,False,True,True,False,Senior,Moderate
21,Female,99.0,1.74,196.0,159.0,73.0,0.8,18.2,3.8,4,32.69916765755053,6.0,0.8112244897959183,4.86734693877551,332.3,5.809042985313694,127.2,False,False,True,False,False,True,False,False,False,True,False,Young,Moderate
39,Female,77.7,1.63,183.0,156.0,73.0,0.54,23.6,3.8,2,29.244608378185106,8.0,0.8524590163934426,6.819672131147541,253.3,5.538514672428074,84.24000000000001,False,True,False,False,False,False,False,True,False,True,False,Adult,Moderate
19,Male,59.3,1.7,200.0,158.0,80.0,0.59,25.4,2.8,3,20.519031141868513,7.0,0.79,5.53,159.2,5.076423034634259,93.22,False,False,False,False,False,False,False,False,False,True,False,Young,Moderate
27,Female,76.3,1.75,198.0,137.0,63.0,1.13,23.1,4.3,6,24.914285714285715,3.0,0.6919191919191919,2.0757575757575757,141.8,4.9614450499054845,154.80999999999997,False,False,False,True,False,False,True,False,False,True,False,Young,Moderate
22,Female,74.4,1.75,198.0,161.0,75.0,0.65,26.6,3.2,3,24.29387755102041,6.0,0.8131313131313131,4.878787878787879,202.9,5.31762967758041,104.65,False,False,True,False,False,False,False,False,False,False,True,Young,High
27,Male,72.4,1.76,198.0,162.0,77.0,0.61,23.6,3.0,2,23.372933884297524,6.0,0.8181818181818182,4.909090909090909,186.1,5.231643233280044,98.82,False,False,True,False,False,False,False,False,False,False,True,Young,High
50,Female,54.0,1.64,159.0,126.0,65.0,1.37,19.6,3.5,5,20.077334919690664,7.0,0.7924528301886793,5.547169811320755,336.1,5.820379622240015,172.62,False,False,False,False,False,True,False,False,True,False,False,Senior,Low
55,Male,68.7,1.63,161.0,115.0,59.0,0.85,17.4,4.3,4,25.85720200233355,3.0,0.7142857142857143,2.142857142857143,96.2,4.576770711466393,97.75,False,False,False,True,True,False,False,False,True,False,False,Senior,Low
30,Female,63.3,1.52,195.0,165.0,77.0,0.78,22.1,4.1,2,27.397853185595565,8.0,0.8461538461538461,6.769230769230769,294.6,5.689007189074047,128.70000000000002,False,True,False,False,False,False,False,False,False,False,True,Young,High
48,Male,62.0,1.73,172.0,156.0,62.0,1.06,18.8,3.3,5,20.715693808680545,9.5,0.9069767441860465,8.616279069767442,533.5,6.2813317304651,165.36,True,False,False,False,False,True,False,False,True,True,False,Senior,Moderate
53,Female,101.8,1.79,172.0,145.0,63.0,0.54,24.7,3.4,4,31.771792390999032,8.0,0.8430232558139535,6.744186046511628,330.8,5.8045323777563445,78.30000000000001,False,True,False,False,True,False,False,False,True,True,False,Senior,Moderate
41,Female,102.0,1.84,180.0,145.0,62.0,1.19,9.1,4.1,5,30.12759924385633,6.0,0.8055555555555556,4.833333333333334,512.3,6.2408604695662575,172.54999999999998,False,False,True,False,False,False,True,True,False,True,False,Adult,Moderate
32,Male,76.6,1.71,183.0,133.0,72.0,0.66,17.3,3.4,5,26.196094524811055,3.0,0.726775956284153,2.180327868852459,83.3,4.4343818650078095,87.78,False,False,False,True,True,False,False,True,False,True,False,Adult,Moderate
46,Female,49.0,1.6,183.0,145.0,75.0,0.55,20.9,2.9,5,19.140624999999996,7.0,0.7923497267759563,5.546448087431694,122.3,4.814620410170298,79.75,False,False,False,False,True,False,False,False,True,True,False,Senior,Moderate
25,Male,58.4,1.51,192.0,161.0,69.0,0.91,27.4,4.5,5,25.61291171439849,8.0,0.8385416666666666,6.708333333333333,318.0,5.765191102784844,146.51,False,True,False,False,True,False,False,False,False,False,True,Young,High
22,Male,80.0,1.78,194.0,160.0,79.0,0.48,15.9,3.2,3,25.24933720489837,6.0,0.8247422680412371,4.948453608247423,162.3,5.095588999976419,76.8,False,False,True,False,False,False,False,False,False,True,False,Young,Moderate
46,Male,58.6,1.5,178.0,163.0,75.0,0.32,26.3,2.9,3,26.044444444444444,9.5,0.9157303370786517,8.69943820224719,152.2,5.0317442573064906,52.160000000000004,True,False,False,False,False,False,False,False,True,False,True,Senior,High
21,Female,82.3,1.65,194.0,153.0,77.0,0.3,25.3,2.4,3,30.229568411386595,7.0,0.788659793814433,5.520618556701031,112.3,4.730039168033961,45.9,False,False,False,False,False,False,False,False,False,True,False,Young,Moderate
29,Female,64.0,1.66,185.0,142.0,62.0,0.83,13.5,3.4,7,23.225431847873423,7.0,0.7675675675675676,5.372972972972973,241.8,5.492238059185343,117.86,False,False,False,False,False,False,True,False,False,True,False,Young,Moderate
19,Female,90.1,1.67,197.0,176.0,55.0,1.2,9.8,3.9,7,32.30664419663667,9.5,0.8934010152284264,8.48730964467005,719.45,6.579876016778943,211.2,True,False,False,False,False,False,True,False,False,False,True,Young,High
44,Male,72.6,1.68,180.0,153.0,72.0,0.87,20.9,4.9,4,25.72278911564626,8.0,0.85,6.8,379.0,5.940171252720432,133.10999999999999,False,True,False,False,True,False,False,True,False,True,False,Adult,Moderate
48,Male,65.5,1.69,183.0,151.0,76.0,0.48,17.8,2.9,3,22.93337068029831,6.0,0.825136612021858,4.950819672131148,132.2,4.891851758106289,72.48,False,False,True,False,False,False,False,False,True,True,False,Senior,Moderate
53,Male,70.6,1.45,167.0,144.0,74.0,0.35,28.6,3.6,3,33.579072532699165,8.0,0.8622754491017964,6.8982035928143715,148.8,5.009301071083119,50.4,False,True,False,False,False,False,False,False,True,True,False,Senior,Moderate
53,Female,77.2,1.68,163.0,150.0,76.0,0.67,33.1,2.8,2,27.352607709750572,9.5,0.9202453987730062,8.742331288343559,418.0,6.037870919922137,100.5,True,False,False,False,False,False,False,False,True,True,False,Senior,Moderate
43,Male,47.1,1.46,183.0,133.0,73.0,1.21,16.1,4.5,6,22.09607806342654,3.0,0.726775956284153,2.180327868852459,93.3,4.546481189639412,160.93,False,False,False,True,False,False,True,True,False,True,False,Adult,Moderate
44,Female,74.8,1.75,173.0,122.0,60.0,0.66,15.6,3.8,5,24.424489795918365,3.0,0.7052023121387283,2.115606936416185,81.3,4.410371107683024,80.52000000000001,False,False,False,True,True,False,False,True,False,False,False,Adult,Low
22,Female,70.0,1.62,196.0,176.0,64.0,0.77,21.6,3.2,6,26.672763298277697,9.5,0.8979591836734694,8.53061224489796,434.5,6.0764947962925575,135.52,True,False,False,False,False,True,False,False,False,False,True,Young,High
37,Female,50.2,1.46,185.0,146.0,74.0,0.94,26.6,3.2,3,23.550384687558648,7.0,0.7891891891891892,5.524324324324325,214.3,5.372032404370318,137.23999999999998,False,False,False,False,True,False,False,True,False,True,False,Adult,Moderate
28,Female,62.7,1.6,198.0,158.0,64.0,0.99,21.7,3.3,3,24.492187499999996,6.0,0.797979797979798,4.787878787878788,261.3,5.569488886872828,156.42,False,False,True,False,True,False,False,False,False,True,False,Young,Moderate
27,Female,54.6,1.62,193.0,157.0,72.0,0.75,26.5,3.0,4,20.804755372656604,6.0,0.8134715025906736,4.880829015544041,172.6,5.15675380222625,117.75,False,False,True,False,True,False,False,False,False,True,False,Young,Moderate
57,Female,58.3,1.8,161.0,132.0,77.0,0.83,35.4,3.1,2,17.993827160493826,7.0,0.8198757763975155,5.739130434782608,221.8,5.406274508053129,109.55999999999999,False,False,False,False,False,False,False,False,True,True,False,Senior,Moderate
55,Female,70.6,1.7,177.0,125.0,62.0,0.8,25.0,4.3,4,24.429065743944637,3.0,0.7062146892655368,2.1186440677966103,92.8,4.541164856012179,100.0,False,False,False,True,True,False,False,False,True,False,False,Senior,Low
23,Female,72.2,1.71,194.0,146.0,57.0,1.64,9.8,3.5,5,24.69135802469136,7.0,0.7525773195876289,5.268041237113402,538.5,6.290642784698189,239.44,False,False,False,False,False,False,True,False,False,True,False,Young,Moderate
